Gene	ratio
WBGene00011481|T05E11.5|imp-2	1.3
WBGene00003034|F42A9.2|lin-49	1.3
WBGene00010796|M01A8.2	1.3
WBGene00010305|F59A2.5	1.3
WBGene00015547|C06G1.4|ain-1	1.3
WBGene00001134|D2013.5|eat-3	1.3
WBGene00002212|B0523.1|kin-31	1.3
WBGene00000266|C53B4.7|bre-1	1.3
WBGene00016384|C33H5.18	1.3
WBGene00016412|C34E10.11	1.3
WBGene00018040|F35D2.2	1.3
WBGene00016404|C34D4.13	1.29
WBGene00016617|C43H6.4	1.29
WBGene00010321|F59B10.5	1.29
WBGene00009581|F40F9.3	1.29
WBGene00006603|F19H8.1|tps-2	1.29
WBGene00006439|T27E9.1|ant-1.1	1.29
WBGene00020994|W03F8.4	1.29
WBGene00020869|T28A11.2	1.29
WBGene00016966|C56C10.10	1.29
WBGene00015693|C10H11.4|ugt-28	1.29
WBGene00016927|C54F6.9|nhr-172	1.29
WBGene00018315|F41H10.2	1.28
WBGene00016011|C23G10.2	1.28
WBGene00009448|F35H8.3|zfp-2	1.28
WBGene00006936|Y87G2A.5|vars-2	1.28
WBGene00013604|Y87G2A.18	1.28
WBGene00015512|C06A8.1	1.28
WBGene00011867|T20G5.1|chc-1	1.28
WBGene00016620|C43H6.7	1.28
WBGene00001971|Y48B6A.14|hmg-1.1	1.28
WBGene00016500|C37C3.8|tag-253	1.27
WBGene00014176|ZK1010.2	1.27
WBGene00010582|K05C4.5	1.27
WBGene00001758|Y45G12C.2|gst-10	1.27
WBGene00007400|C07A9.2	1.27
WBGene00016508|C37H5.5	1.27
WBGene00021128|W10C8.5	1.27
WBGene00009396|F35C5.8|clec-65	1.27
WBGene00017240|F08B6.3	1.27
WBGene00002131|ZK792.3|inx-9	1.27
WBGene00008229|C50F4.1	1.27
WBGene00010063|F54F3.4	1.26
WBGene00044188|F28F8.9	1.26
WBGene00019488|K07D4.9	1.26
WBGene00015965|C18C4.3|ugt-48	1.26
WBGene00001793|Y46G5A.31|gsy-1	1.26
WBGene00018424|F44E7.2	1.26
WBGene00007463|C08H9.2	1.26
WBGene00014202|ZK1058.1|mmcm-1	1.26
WBGene00010259|F58E10.1	1.26
WBGene00016758|C49A9.4	1.26
WBGene00010428|H38K22.2|dcn-1	1.26
WBGene00006385|R119.6|taf-4	1.25
WBGene00000428|F16H11.4|ceh-1	1.25
WBGene00018152|F37C12.7|acs-4	1.25
WBGene00013321|Y57G11C.31	1.25
WBGene00003210|C38D4.3|mel-28	1.25
WBGene00014046|ZK666.6|clec-60	1.25
WBGene00022358|Y92H12A.2	1.25
WBGene00012471|Y17G7B.20	1.25
WBGene00016123|C25H3.14	1.25
WBGene00001116|C33G3.1|dyc-1	1.25
WBGene00003583|EEED8.8|ndx-6	1.25
WBGene00021097|W08F4.8|cdc-37	1.25
WBGene00007275|C03D6.1	1.25
WBGene00017286|F09E5.8	1.24
WBGene00002295|K08F8.6|let-19	1.24
WBGene00019711|M01E11.2	1.24
WBGene00010545|K03H1.10	1.24
WBGene00044642|F56D6.15|clec-69	1.24
WBGene00022233|Y73B6BL.4	1.24
WBGene00006353|F01G12.2|sur-7	1.24
WBGene00012943|Y47D3B.9|bed-2	1.24
WBGene00002986|C07H6.1|lig-4	1.24
WBGene00020663|T21H3.4|cutl-22	1.24
WBGene00009441|F35G12.4	1.23
WBGene00008800|F14E5.2	1.23
WBGene00018615|F48G7.4	1.23
WBGene00019060|F58F9.7	1.23
WBGene00022614|ZC449.4	1.23
WBGene00014226|ZK1098.11	1.23
WBGene00009878|F49C12.9	1.23
WBGene00015802|C15H9.7	1.23
WBGene00020838|T27A3.1	1.23
WBGene00019620|K10C2.4|fah-1	1.23
WBGene00002234|M60.5|kqt-2	1.23
WBGene00004336|W06A7.3|ret-1	1.23
WBGene00008429|D2085.4	1.23
WBGene00007898|C33D9.3	1.22
WBGene00022682|ZK185.2	1.22
WBGene00003378|T20B12.6|mml-1	1.22
WBGene00016087|C25A11.2	1.22
WBGene00022151|Y71G12B.11	1.22
WBGene00022729|ZK402.2	1.22
WBGene00019805|R01B10.3	1.22
WBGene00009734|F45G2.8	1.22
WBGene00044414|C06A5.12	1.22
WBGene00009102|F25B3.5	1.22
WBGene00014075|ZK757.4	1.22
WBGene00013687|Y105E8B.2|exoc-8	1.22
WBGene00004467|K07D4.3|rpn-11	1.22
WBGene00019022|F58A6.1	1.22
WBGene00003234|Y56A3A.3|mif-1	1.22
WBGene00013946|ZK228.3	1.22
WBGene00000840|ZK856.1|cul-5	1.21
WBGene00011956|T23F11.4	1.21
WBGene00012338|W07G4.4	1.21
WBGene00011738|T12G3.2	1.21
WBGene00009450|F35H8.6|ugt-58	1.21
WBGene00015742|C13F10.2	1.21
WBGene00002047|Y39G10AR.13|icp-1	1.21
WBGene00022204|Y73B3A.2	1.21
WBGene00020047|R13A5.3|ttr-32	1.21
WBGene00002256|ZK742.5|lbp-4	1.21
WBGene00011276|R53.7|aakg-5	1.21
WBGene00000894|M110.5|dab-1	1.21
WBGene00000817|B0547.1|csn-5	1.21
WBGene00008956|F19H6.1|nekl-3	1.21
WBGene00020256|T05C3.6	1.21
WBGene00016892|C53A3.2	1.21
WBGene00020116|R155.2	1.2
WBGene00003456|K05F1.7|msp-63	1.2
WBGene00006366|C44H4.3|sym-1	1.2
WBGene00008777|F13H10.6	1.2
WBGene00016443|C35D10.6	1.2
WBGene00003462|F09C12.7|msp-74	1.2
WBGene00006437|K08B12.5|mrck-1	1.2
WBGene00002118|K02E2.4|ins-35	1.2
WBGene00018226|F40B5.2	1.2
WBGene00019644|K11D12.4|cpt-4	1.2
WBGene00016888|C52E12.1	1.2
WBGene00013073|Y51A2D.4|hmit-1.1	1.2
WBGene00016048|C24B9.3	1.2
WBGene00007688|C18E9.8	1.2
WBGene00012463|Y17G7B.10	1.2
WBGene00017274|F08F8.9	1.2
WBGene00044988|W01A8.8	1.2
WBGene00015469|C05D2.8	1.2
WBGene00009052|F22D6.6|ekl-1	1.19
WBGene00002076|R06A4.4|imb-2	1.19
WBGene00002998|ZK637.7|lin-9	1.19
WBGene00017166|F01F1.12|aldo-2	1.19
WBGene00010730|K10C3.2	1.19
WBGene00018271|F41C3.5	1.19
WBGene00010844|M03C11.7	1.19
WBGene00008774|F13H10.3	1.19
WBGene00020574|T19D7.6	1.18
WBGene00016315|C32D5.7	1.18
WBGene00022366|Y92H12BL.5	1.18
WBGene00011259|R13.4|miz-1	1.18
WBGene00022745|ZK470.2	1.18
WBGene00004278|Y62E10A.9|rab-19	1.18
WBGene00017321|F09G8.7	1.18
WBGene00003083|T22A3.3|lst-1	1.18
WBGene00008350|CE7X_3.2	1.17
WBGene00003224|C09G4.5|mes-6	1.17
WBGene00015173|B0412.3	1.17
WBGene00011538|T06E6.1	1.17
WBGene00018776|F53H1.1	1.17
WBGene00003827|C49H3.5|ntl-4	1.17
WBGene00009726|F45E6.3|tbc-13	1.17
WBGene00000417|C48D1.2|ced-3	1.17
WBGene00006978|K10C3.3|zig-1	1.17
WBGene00008336|C55A6.7	1.17
WBGene00006734|T05H10.5|ufd-2	1.17
WBGene00014055|ZK669.5	1.17
WBGene00010723|K09E4.6|cpg-7	1.16
WBGene00012191|W02A2.8	1.16
WBGene00021323|Y34B4A.7	1.16
WBGene00010525|K03B8.8	1.16
WBGene00004430|Y45F10D.12|rpl-18	1.16
WBGene00000421|C48B4.4|ced-7	1.16
WBGene00000149|C42D8.8|apl-1	1.16
WBGene00013906|ZC455.6|ugt-5	1.16
WBGene00017675|F21F3.6	1.16
WBGene00012987|Y48C3A.3	1.16
WBGene00004273|T23H2.5|rab-10	1.15
WBGene00012188|W01G7.4	1.15
WBGene00003925|C36B1.4|pas-4	1.15
WBGene00011763|T14B1.1	1.15
WBGene00001749|R107.7|gst-1	1.15
WBGene00015017|B0205.1	1.15
WBGene00001189|F01D4.4|egl-21	1.15
WBGene00001692|W05E7.1|grd-3	1.15
WBGene00044924|M106.7	1.15
WBGene00016115|C25H3.6|mdt-26	1.15
WBGene00002169|F37A4.8|isw-1	1.14
WBGene00004152|T19B10.4|pqn-70	1.14
WBGene00015619|C08G9.1	1.14
WBGene00000159|F29G9.3|aps-1	1.14
WBGene00021340|Y34F4.5	1.14
WBGene00003923|D1054.2|pas-2	1.14
WBGene00011965|T23G7.2	1.14
WBGene00018374|F43B10.2|tag-343	1.14
WBGene00019249|H28G03.1	1.14
WBGene00016589|C42C1.11	1.14
WBGene00019162|H06H21.3|eif-1.A	1.14
WBGene00021863|Y54F10BM.9	1.14
WBGene00009118|F25H2.4	1.13
WBGene00001561|W07B3.2|gei-4	1.13
WBGene00007049|C53A5.4|tag-191	1.13
WBGene00011194|R10D12.13	1.13
WBGene00002879|C29E4.8|let-754	1.13
WBGene00004058|C44B7.8|pmp-1	1.13
WBGene00019820|R02D3.2|cogc-8	1.13
WBGene00010631|K07C5.8|cash-1	1.13
WBGene00011743|T13F2.2	1.12
WBGene00011369|T02C12.4	1.12
WBGene00007736|C25G4.10	1.12
WBGene00013232|Y56A3A.12|faah-4	1.12
WBGene00004425|C32E8.2|rpl-13	1.12
WBGene00008876|F16A11.1	1.12
WBGene00018953|F56C9.10	1.12
WBGene00017708|F22E5.9	1.12
WBGene00017771|F25B4.8	1.12
WBGene00004801|F46G10.7|sir-2.2	1.12
WBGene00004302|K01G5.4|ran-1	1.12
WBGene00013921|ZC518.1	1.11
WBGene00006056|F32B6.5|sss-1	1.11
WBGene00004702|T28D9.2|rsp-5	1.11
WBGene00019143|H01M10.1	1.11
WBGene00017530|F16H11.1	1.11
WBGene00018864|F55A12.5	1.11
WBGene00020812|T25G12.5|acdh-7	1.11
WBGene00001479|F53F4.5|fmo-4	1.11
WBGene00021095|W08F4.6|mlt-8	1.11
WBGene00006570|F39G3.8|tig-2	1.11
WBGene00044745|Y62E10A.20	1.1
WBGene00011510|T05H10.6	1.1
WBGene00008412|D2030.2	1.1
WBGene00016400|C34D4.4	1.1
WBGene00022039|Y65B4BL.7	1.1
WBGene00000187|F54C9.10|arl-1	1.1
WBGene00000412|F35E8.11|cdr-1	1.1
WBGene00008334|C55A6.5|sdz-8	1.1
WBGene00012134|T28F3.8	1.1
WBGene00010697|K08H10.4|uda-1	1.1
WBGene00017237|F08B4.5|pole-2	1.1
WBGene00010040|F54C8.7	1.1
WBGene00022620|ZC477.5	1.1
WBGene00007135|B0285.1|cdtl-7	1.09
WBGene00015809|C16A3.4	1.09
WBGene00004509|M01G12.12|rrf-2	1.09
WBGene00006590|ZC395.3|toc-1	1.09
WBGene00017891|F28B4.2|rgl-1	1.09
WBGene00021899|Y54H5A.1	1.09
WBGene00011967|T23G7.5|pir-1	1.09
WBGene00009980|F53F1.2	1.09
WBGene00004203|Y113G7B.23|psa-1	1.09
WBGene00000774|F56A8.6|cpf-2	1.09
WBGene00002265|F52H3.7|lec-2	1.08
WBGene00010363|H04D03.2	1.08
WBGene00015346|C02F5.3	1.08
WBGene00004195|F39G3.7|prx-6	1.08
WBGene00020417|T10E9.7|nuo-2	1.08
WBGene00011226|R11.1	1.08
WBGene00000253|F56C11.1|bli-3	1.08
WBGene00013538|Y73F8A.34|tag-349	1.08
WBGene00012578|Y37H9A.3	1.08
WBGene00007668|C18B12.6	1.08
WBGene00019845|R03G5.3	1.08
WBGene00004975|ZC404.3|spe-39	1.08
WBGene00012934|Y47D3A.23|gly-9	1.08
WBGene00013166|Y53F4B.20	1.08
WBGene00007019|Y71H2B.6|mdt-19	1.07
WBGene00022232|Y73B6BL.3|exos-2	1.07
WBGene00001491|C24A11.8|frm-4	1.07
WBGene00003920|M117.2|par-5	1.07
WBGene00011972|T23G11.7	1.07
WBGene00017782|F25E5.1	1.07
WBGene00007588|C14C10.5	1.07
WBGene00008122|C47A4.1	1.07
WBGene00011879|T21B6.2|pho-7	1.07
WBGene00010419|H28O16.1	1.07
WBGene00013989|ZK512.11	1.07
WBGene00014170|ZK945.8	1.07
WBGene00007209|BE10.1	1.07
WBGene00000988|F09E10.3|dhs-25	1.06
WBGene00015650|C09G4.2	1.06
WBGene00011102|R07E3.1	1.06
WBGene00011066|R06C7.9|ztf-15	1.06
WBGene00017078|D2096.11	1.06
WBGene00006750|T10A3.1|unc-10	1.06
WBGene00012121|T28C6.7	1.06
WBGene00017327|F10C1.8	1.06
WBGene00009143|F26A3.5	1.06
WBGene00001345|F29G9.4|fos-1	1.06
WBGene00018339|F42A10.1|abcf-3	1.06
WBGene00016485|C36C9.1	1.06
WBGene00022629|ZC513.5	1.06
WBGene00044634|C29E4.14	1.06
WBGene00022380|Y94H6A.8	1.06
WBGene00000886|B0252.4|cyn-10	1.06
WBGene00021960|Y57E12AM.1	1.05
WBGene00011290|R102.3	1.05
WBGene00012540|Y37A1B.7	1.05
WBGene00012899|Y46G5A.7	1.05
WBGene00021460|Y39G10AR.2|zwl-1	1.05
WBGene00016367|C33G8.10|nhr-162	1.05
WBGene00020392|T10B5.6|knl-3	1.05
WBGene00006915|VW02B12L.1|vha-6	1.05
WBGene00015006|B0041.1	1.05
WBGene00001792|F13A7.10|gst-44	1.05
WBGene00009576|F40F8.3	1.05
WBGene00044666|F33G12.7	1.05
WBGene00010476|K01G5.1|rnf-113	1.05
WBGene00009842|F48C5.1	1.05
WBGene00008646|F10C2.5	1.05
WBGene00022229|Y73B6A.2	1.05
WBGene00021162|Y5H2A.1	1.05
WBGene00011899|T21C12.3	1.05
WBGene00016728|C46H11.2	1.05
WBGene00009668|F43G9.5|cfim-1	1.05
WBGene00003924|Y110A7A.14|pas-3	1.05
WBGene00001770|F21H7.1|gst-22	1.05
WBGene00022710|ZK354.9	1.05
WBGene00015352|C02F5.12	1.05
WBGene00004377|F49E7.1|rme-6	1.05
WBGene00011198|R10E4.1	1.04
WBGene00001786|F35E8.8|gst-38	1.04
WBGene00008494|F01D5.3	1.04
WBGene00022774|ZK616.4	1.04
WBGene00021470|Y39G10AR.12|tpxl-1	1.04
WBGene00010070|F54F11.2	1.04
WBGene00016635|C44B11.6	1.04
WBGene00003967|K08E3.7|pdr-1	1.04
WBGene00014109|ZK856.8	1.04
WBGene00009493|F36H1.5|hrg-4	1.04
WBGene00019513|K08A2.4	1.04
WBGene00010499|K02B12.6	1.04
WBGene00021849|Y54F10AM.5	1.04
WBGene00021315|Y32H12A.7	1.04
WBGene00007090|B0001.5	1.04
WBGene00011575|T07C12.11	1.04
WBGene00004457|C01B7.6|rpm-1	1.04
WBGene00000067|T25C8.2|act-5	1.04
WBGene00001225|Y54E2A.11|eif-3.B	1.03
WBGene00017119|E04A4.5	1.03
WBGene00008859|F15D4.2	1.03
WBGene00011641|T09A5.15	1.03
WBGene00019020|F57H12.5	1.03
WBGene00006959|R74.3|xbp-1	1.03
WBGene00014232|ZK1128.6|ttll-4	1.03
WBGene00007307|C04G2.8	1.03
WBGene00016460|C35E7.8	1.03
WBGene00016967|C56C10.11	1.03
WBGene00015501|C06A5.3	1.03
WBGene00006368|C54H2.1|sym-3	1.03
WBGene00019168|H06I04.3	1.03
WBGene00017062|D2063.3	1.03
WBGene00001685|K10B3.7|gpd-3	1.02
WBGene00017429|F13D11.4	1.02
WBGene00014938|Y62E10A.11|mdt-9	1.02
WBGene00004184|T19D2.2|prl-1	1.02
WBGene00015477|C05D10.1	1.02
WBGene00001172|C51E3.7|egl-3	1.02
WBGene00020635|T20H4.2	1.02
WBGene00000458|C37E2.5|ceh-37	1.02
WBGene00015008|B0041.3	1.02
WBGene00018509|F46F11.6	1.02
WBGene00002985|C29A12.3|lig-1	1.02
WBGene00000448|K12H4.1|ceh-26	1.02
WBGene00015283|C01B10.9	1.02
WBGene00000293|M106.5|cap-2	1.02
WBGene00015915|C17G10.1	1.02
WBGene00022251|Y73B6BL.30	1.02
WBGene00019716|M01G5.3	1.02
WBGene00013083|Y51A2D.18	1.01
WBGene00008275|C53B4.6	1.01
WBGene00013236|Y56A3A.18	1.01
WBGene00009552|F39B1.1|piki-1	1.01
WBGene00006529|C47B2.3|tba-2	1.01
WBGene00011758|T13H5.4	1.01
WBGene00019100|F59B1.8	1.01
WBGene00016963|C56C10.6	1.01
WBGene00018181|F38E1.9	1.01
WBGene00019353|K03B4.1	1.01
WBGene00008006|C38D4.5|tag-325	1.01
WBGene00006523|F26G5.9|tam-1	1.01
WBGene00006640|F39C12.3|tsp-14	1.01
WBGene00011474|T05D4.1|aldo-1	1
WBGene00013668|Y105E8A.3	1
WBGene00021352|Y37E3.11	1
WBGene00021866|Y54F10BM.12	1
WBGene00007096|B0024.3	1
WBGene00015389|C03F11.3|scav-1	1
WBGene00021039|W05F2.7	1
WBGene00003726|C13C4.3|nhr-136	1
WBGene00016677|C45G9.6	1
WBGene00017765|F25B4.1	1
WBGene00002002|K08E7.2|hsb-1	1
WBGene00019275|H43I07.2	1
WBGene00008925|F17H10.1	1
WBGene00006477|ZK721.1|tag-130	0.99
WBGene00002266|ZK892.1|lec-3	0.99
WBGene00011734|T12D8.6	0.99
WBGene00016980|C56G2.5	0.99
WBGene00000778|D1069.2|cpn-2	0.99
WBGene00001486|F59G1.7|frh-1	0.99
WBGene00003508|B0379.3|mut-16	0.99
WBGene00007924|C34C12.5	0.99
WBGene00015678|C10F3.4	0.99
WBGene00010450|K01A11.2	0.98
WBGene00015145|B0336.5	0.98
WBGene00000041|F54H12.1|aco-2	0.98
WBGene00004112|C46G7.4|pqn-22	0.98
WBGene00021628|Y47D9A.1	0.98
WBGene00001503|H14A12.2|fum-1	0.98
WBGene00005018|F23H12.4|sqt-3	0.98
WBGene00015713|C12D12.1	0.98
WBGene00019680|K12H4.5	0.98
WBGene00020425|T10H9.3|syx-18	0.98
WBGene00012794|Y43E12A.2	0.98
WBGene00003960|F54D5.1|pcs-1	0.98
WBGene00009784|F46C5.9	0.98
WBGene00019895|R05F9.12|aagr-2	0.98
WBGene00007883|C33A12.4	0.98
WBGene00022428|Y104H12D.4	0.97
WBGene00021845|Y54E10BR.6|rpb-7	0.97
WBGene00021800|Y53G8AL.2	0.97
WBGene00008601|F09A5.4	0.97
WBGene00019432|K06A5.4|knl-2	0.97
WBGene00019604|K09H11.7	0.97
WBGene00007130|B0272.4	0.97
WBGene00000534|R01B10.1|cpi-2	0.97
WBGene00010408|H19N07.4|mboa-2	0.97
WBGene00008453|E02A10.3	0.97
WBGene00012769|Y41E3.11	0.97
WBGene00017087|E01A2.5	0.97
WBGene00018077|F35H12.5	0.97
WBGene00000545|Y39A3CL.5|clp-4	0.97
WBGene00003415|F58B3.5|mars-1	0.96
WBGene00001572|M03A8.4|gei-15	0.96
WBGene00015064|B0228.7	0.96
WBGene00014085|ZK809.1	0.96
WBGene00000391|C47D2.2|cdd-1	0.96
WBGene00022497|Y119D3B.21	0.96
WBGene00000761|C24A11.9|coq-1	0.96
WBGene00021466|Y39G10AR.8	0.96
WBGene00001489|T04C9.6|frm-2	0.96
WBGene00013521|Y73F8A.12	0.96
WBGene00022736|ZK418.7	0.96
WBGene00011250|R11H6.2	0.96
WBGene00015577|C07G3.9|ugt-64	0.96
WBGene00015330|C02B10.5	0.96
WBGene00045036|K08E4.7	0.96
WBGene00007419|C07E3.9	0.95
WBGene00000550|F55H2.6|clu-1	0.95
WBGene00004729|ZK377.2|sax-3	0.95
WBGene00020398|T10B11.2	0.95
WBGene00000100|C25A11.4|ajm-1	0.95
WBGene00011311|T01B7.5	0.95
WBGene00011222|R10H10.3	0.95
WBGene00005647|C03G6.19|srp-6	0.95
WBGene00011839|T19C4.5	0.95
WBGene00012713|Y39E4A.3	0.95
WBGene00022487|Y119D3B.9|fbxa-21	0.95
WBGene00000414|ZK1236.2|cec-1	0.94
WBGene00009164|F26E4.11|hrdl-1	0.94
WBGene00003949|Y38A8.2|pbs-3	0.94
WBGene00009796|F46G10.1	0.94
WBGene00009804|F47B8.3	0.94
WBGene00006819|F08B6.4|unc-87	0.94
WBGene00010089|F55B12.4	0.94
WBGene00003926|F25H2.9|pas-5	0.94
WBGene00017319|F09G8.3	0.94
WBGene00009135|F25H9.2	0.94
WBGene00017163|F01F1.9	0.94
WBGene00022148|Y71G12B.8	0.94
WBGene00017279|F09C12.8	0.94
WBGene00018229|F40C5.2	0.93
WBGene00021048|W05H9.1	0.93
WBGene00016125|C26B2.2	0.93
WBGene00000054|F25G6.4|acr-15	0.93
WBGene00001791|Y71F9AL.5|gst-43	0.93
WBGene00011037|R05D11.9	0.93
WBGene00020891|T28C12.4	0.93
WBGene00013119|Y51H4A.25	0.93
WBGene00013259|Y57A10A.16	0.93
WBGene00006568|Y43C5A.5|thk-1	0.93
WBGene00013884|ZC412.3	0.93
WBGene00007784|C27H6.2|ruvb-1	0.93
WBGene00000502|Y110A7A.13|chp-1	0.93
WBGene00045387|K09H9.8	0.93
WBGene00011428|T04C12.3	0.93
WBGene00013442|Y66D12A.16	0.93
WBGene00045474|C49G9.2	0.93
WBGene00009124|F25H2.13|rtel-1	0.93
WBGene00022415|Y102A11A.5	0.93
WBGene00006752|ZK524.2|unc-13	0.93
WBGene00001027|F11G11.7|dnj-9	0.92
WBGene00009978|F53E4.1	0.92
WBGene00003963|C07A12.4|pdi-2	0.92
WBGene00016015|C23G10.8	0.92
WBGene00010233|F58B3.7	0.92
WBGene00020029|R12C12.9	0.92
WBGene00016810|C50D2.7	0.92
WBGene00013590|Y81G3A.1	0.92
WBGene00004728|F21H11.2|sax-2	0.92
WBGene00001579|F56A11.1|gex-2	0.92
WBGene00044894|Y71F9AR.4	0.92
WBGene00000192|Y57G11C.13|arl-8	0.92
WBGene00021651|Y47G6A.27	0.92
WBGene00002127|R09F10.4|inx-5	0.92
WBGene00012015|T25B9.9	0.92
WBGene00011732|T12D8.4|arrd-17	0.92
WBGene00006392|K03B4.3|taf-10	0.92
WBGene00003997|ZK455.7|pgp-3	0.91
WBGene00018527|F47B3.3	0.91
WBGene00012860|Y45F3A.3|acdh-11	0.91
WBGene00050885|Y94H6A.12	0.91
WBGene00020950|W02F12.5	0.91
WBGene00009336|F32D8.14	0.91
WBGene00017727|F22H10.3	0.91
WBGene00001209|C27D11.1|egl-45	0.91
WBGene00017391|F12A10.2	0.91
WBGene00018670|F52C6.13	0.91
WBGene00018400|F43H9.4	0.91
WBGene00016209|C29E4.12	0.91
WBGene00006516|C05D11.2|vps-16	0.91
WBGene00016902|C53D5.1	0.91
WBGene00006465|F23B12.6|fntb-1	0.91
WBGene00012440|Y12A6A.2	0.91
WBGene00012007|T25B9.1	0.91
WBGene00016393|C34B2.8	0.91
WBGene00018376|F43C9.2	0.91
WBGene00016659|C45B2.2	0.91
WBGene00012948|Y47H9C.2|dhhc-2	0.91
WBGene00013360|Y60A3A.9	0.91
WBGene00018778|F53H1.4	0.9
WBGene00022268|Y73E7A.1	0.9
WBGene00021420|Y38F2AR.2|trap-3	0.9
WBGene00000411|R06F6.1|cdl-1	0.9
WBGene00016317|C32D5.10	0.9
WBGene00016981|C56G2.7	0.9
WBGene00017138|EEED8.10	0.9
WBGene00044448|ZK783.6	0.9
WBGene00008514|F02A9.4	0.9
WBGene00018533|F47B7.2	0.9
WBGene00022722|ZK370.8	0.9
WBGene00018740|F53B3.1|tra-4	0.9
WBGene00006648|W03F9.5|ttb-1	0.89
WBGene00022166|Y71H2AM.1	0.89
WBGene00001814|W04C9.1|haf-4	0.89
WBGene00044737|JC8.14|ttr-45	0.89
WBGene00000677|F56B3.1|col-103	0.89
WBGene00001684|K10B3.8|gpd-2	0.89
WBGene00013679|Y105E8A.21	0.89
WBGene00004876|K11G12.4|smf-1	0.89
WBGene00016613|C43G2.4	0.89
WBGene00006796|T28F12.2|unc-62	0.89
WBGene00020389|T10B5.3	0.89
WBGene00006824|Y105E8A.6|unc-95	0.89
WBGene00009158|F26E4.3	0.89
WBGene00002264|W09H1.6|lec-1	0.89
WBGene00017123|E04F6.3|maoc-1	0.89
WBGene00018996|F57B9.1	0.89
WBGene00004420|R13A5.8|rpl-9	0.89
WBGene00003632|C33G8.6|nhr-42	0.89
WBGene00008210|C49F5.6	0.89
WBGene00012651|Y39A1A.13	0.89
WBGene00013880|ZC410.2|mppb-1	0.88
WBGene00012514|Y26E6A.3	0.88
WBGene00008803|F14E5.5|lips-10	0.88
WBGene00020662|T21H3.1	0.88
WBGene00010471|K01D12.12|cdr-6	0.88
WBGene00016790|C49H3.3	0.88
WBGene00020919|W01C8.3|set-19	0.88
WBGene00011239|R11A8.5	0.88
WBGene00004952|Y34D9A.4|spd-1	0.88
WBGene00015508|C06A6.3|mvb-12	0.88
WBGene00022191|Y71H2B.1	0.88
WBGene00004000|T21E8.1|pgp-6	0.88
WBGene00001245|F56H11.3|elo-7	0.87
WBGene00003161|Y69A2AR.30|mdf-2	0.87
WBGene00022102|Y69F12A.1	0.87
WBGene00018697|F52E1.9	0.87
WBGene00021468|Y39G10AR.10|epg-2	0.87
WBGene00016244|C30B5.2	0.87
WBGene00021647|Y47G6A.22	0.87
WBGene00003858|K04G7.3|ogt-1	0.87
WBGene00004060|C54G10.3|pmp-3	0.87
WBGene00004955|F56A3.4|spd-5	0.87
WBGene00010621|K07A12.2	0.87
WBGene00003124|K10B3.9|mai-1	0.87
WBGene00009330|F32D8.5	0.87
WBGene00019329|K02F3.6|ceeh-1	0.86
WBGene00003225|T07C4.7|mev-1	0.86
WBGene00014081|ZK795.1	0.86
WBGene00008120|C46F11.5	0.86
WBGene00011827|T19A6.1	0.86
WBGene00015297|C01F1.2|sco-1	0.86
WBGene00018069|F35H10.3	0.86
WBGene00004062|T10H9.5|pmp-5	0.86
WBGene00000506|H14E04.5|cic-1	0.86
WBGene00007018|C55B7.9|mdt-18	0.86
WBGene00013702|Y106G6D.6	0.86
WBGene00011819|T16H12.11	0.86
WBGene00013623|Y102A5C.19|fbxa-90	0.86
WBGene00009483|F36G3.2	0.86
WBGene00010622|K07A12.4	0.86
WBGene00006713|R01H2.6|ubc-18	0.86
WBGene00015186|B0432.4|misc-1	0.86
WBGene00004175|ZK1236.6|pqn-96	0.86
WBGene00020378|T09B4.4	0.85
WBGene00019831|R02F2.1	0.85
WBGene00020031|R12E2.2	0.85
WBGene00003063|R13A5.12|lpd-7	0.85
WBGene00019890|R05F9.6	0.85
WBGene00004424|JC8.3|rpl-12	0.85
WBGene00018748|F53C3.4	0.85
WBGene00001558|Y57G11C.10|gdi-1	0.85
WBGene00019807|R01B10.5|jamp-1	0.85
WBGene00022739|ZK430.1|toe-1	0.85
WBGene00010037|F54C8.4	0.85
WBGene00001249|W09C2.1|elt-1	0.85
WBGene00007139|B0285.7|mnp-1	0.85
WBGene00008093|C44H4.1	0.85
WBGene00010478|K01G5.5	0.85
WBGene00004418|F53G12.10|rpl-7	0.85
WBGene00016533|C39D10.6	0.85
WBGene00018518|F46H5.2	0.85
WBGene00007023|T18H9.6|mdt-27	0.85
WBGene00000785|W07B8.5|cpr-5	0.85
WBGene00000985|C15H11.4|dhs-22	0.84
WBGene00022021|Y61A9LA.10	0.84
WBGene00003788|T01G9.4|npp-2	0.84
WBGene00010766|K11B4.1	0.84
WBGene00009264|F30A10.6|sac-1	0.84
WBGene00016661|C45B2.6	0.84
WBGene00001470|ZK783.4|flt-1	0.84
WBGene00015514|C06A8.3	0.84
WBGene00005012|F26F4.2	0.84
WBGene00009626|F42A8.1	0.84
WBGene00015460|C05C8.1	0.84
WBGene00007111|B0035.12	0.84
WBGene00012919|Y46G5A.34	0.84
WBGene00003511|F46G10.6|mxl-3	0.84
WBGene00016452|C35D10.17	0.84
WBGene00021336|Y34F4.1	0.84
WBGene00010709|K09B11.2|nol-9	0.84
WBGene00003999|C05A9.1|pgp-5	0.84
WBGene00017336|F10D2.11|ugt-41	0.84
WBGene00011072|R06F6.11|tag-209	0.84
WBGene00044644|B0205.13	0.84
